id,nom,structure_porteuse,type_lieu,nature_juridique,statut,adresse_commune,tarifs,gratuit ou pas,description,siret,adresse_brut,adresse_numero,adresse_rue,adresse_code_postal,adresse_code_insee,adresse_departement,adresse_region,adresse_complément,latitude,longitude,itinerant,en_ligne,contact_telephone,contact_telephone_complement,contact_telephone_details,contact_telephone_complement_detail,contact_email,contact_web,contact_facebook,horaires_ouverture_brut,horaires_ouverture_osm,public_cible,modalites_acces,modalites_accompagnement,accessibilite,services,niveau_service,labels,geo_point
49,Médiathèque François Mitterrand,Mairie d'Ambès,Bibliothèque / Médiathèque,Collectivité locale ou territoriale,Public,Ambès,"Gratuit,Adhérent",avec condition,"La médiathèque François Mitterrand est un service public municipal mis à la disposition de tous. Ce lieu donne accès à différents types de médias, permettant la consultation sur place et à domicile pour tous les âges, ainsi que de nombreux services (espace public numérique., animation, ateliers). Attention : La bibliothèque est en travaux jusqu’en janvier 2021. L’accompagnement au numérique. est possible uniquement sur rendez-vous.",,5 avenue du Dr Gustave Couaillac,5,Rue du Docteur Gustave Couaillac,33810,33004,Gironde,Nouvelle Aquitaine,,45.0117542940425,-0.532699085742132,,Non,556770269,,Sur rendez-vous jusqu’en janvier 2021 (travaux en cours).,,biblio@mairie-ambes.fr,https://ambes.c3rb.org/,https://www.facebook.com/Médiathèque-dAmbès-114018863703336,Sur rendez-vous jusqu’en janvier 2021 (travaux en cours).,,"Allocataires,Séniors",Sur inscription ou rendez-vous,Individuel,Handicap moteur,Accès à un équipement informatique,"TABLETTE/Maîtrise,ORDI/Maîtrise,INTERNET/Maîtrise,MAILS/Maîtrise,CV/Maîtrise,DIFFCV/Maîtrise,ORGRECHEMPLOI/Maîtrise,EMPLOISTORE/Basique,DECLAPE/Basique,IMPOTS/Basique,DROITSSOCIAUXRSACAF/Basique,RETRAITE/Basique,CPAM/Basique,FACTURES/Basique,ETATCIVIL/Basique,PERMIS/Basique,PHOTO/Basique,IMPTROISD/Non,PAO/Maîtrise,SITEWEB/Basique,CODE/Non,MOOC/Non",,"45.011754294, -0.532699085742"
50,CCAS de la Ville d'Artigues-près-Bordeaux,,"Commune (Ville, CCAS, Centre Culturel…)",Collectivité locale ou territoriale,Public,Artigues-près-Bordeaux,Gratuit,gratuit sans restrictions,"Le Centre Communale d'Action Sociale de la Ville d'Artigues-près-Bordeaux propose depuis 3 ans des ateliers numériques gratuits à destination des Seniors de + de 55 ans, ainsi qu'un accompagnement sociale des personnes en situation précaire.",,"château Bétailhe, 72 avenue de l'Eglise romane",72,Avenue de l'Eglise Romane,33370,33013,Gironde,Nouvelle Aquitaine,château Bétailhe,44.8587549498054,-0.497308676329456,,Non,556740223,,Du Lundi au Vendredi : 8h30-12h/13h30-17h.,,ccas@artigues-pres-bordeaux.fr,https://www.artigues-pres-bordeaux.fr/,https://www.facebook.com/artiguespresbordeaux/,Du Lundi au Vendredi : 8h30-12h/13h30-17h.,"Mo-Fr 08:30-12:00,13:30-17:00","Allocataires,Etrangers,Personnes en situation de handicap",Sur inscription ou rendez-vous,"Individuel,Collectif",Handicap moteur,"Accès à un équipement informatique,Le public peut amener son propre matériel","TABLETTE/Basique,ORDI/Basique,INTERNET/Basique,MAILS/Maîtrise,CV/Basique,DIFFCV/Basique,ORGRECHEMPLOI/Basique,EMPLOISTORE/Non,DECLAPE/Maîtrise,IMPOTS/Maîtrise,DROITSSOCIAUXRSACAF/Maîtrise,RETRAITE/Basique,CPAM/Maîtrise,FACTURES/Maîtrise,ETATCIVIL/Non,PERMIS/Basique,PHOTO/Non,IMPTROISD/Non,PAO/Non,SITEWEB/Non,CODE/Non,MOOC/Non",,"44.8587549498, -0.497308676329"
59,Unisphères,,Association,Association,Privé,Cenon,Payant,avec condition,"UNISPHERES est une association pluridisciplinaire de Mèdiation et de Dèveloppement Artistique, Culturel et Numèrique qui dèploie son projet a travers 6 pôles d activitès : Action Culturelle, Mèdiation, Accompagnement, Formation, Crèation, Evènements.",,Château de Palmer - Rue Aristide Briand,,Rue Aristide Briand,33150,33119,Gironde,Nouvelle Aquitaine,,44.8588687967202,-0.524002976837326,,Non,622332142,,Du Lundi au Vendredi : 10h-18h.,,contact@unispheres.fr,https://unispheres.fr/,https://www.facebook.com/assounispheres/,Du Lundi au Vendredi : 10h-18h.,Mo-Fr 10:00-18:00,"Demandeurs d'emploi,Jeunes,Personnes en situation de handicap",Sur inscription ou rendez-vous,"Individuel,Collectif",,"Accès à un équipement informatique,Le public peut amener son propre matériel","TABLETTE/Expert,ORDI/Expert,INTERNET/Expert,MAILS/Expert,CV/Expert,DIFFCV/Expert,ORGRECHEMPLOI/Expert,EMPLOISTORE/Expert,DECLAPE/Expert,IMPOTS/Expert,DROITSSOCIAUXRSACAF/Expert,RETRAITE/Expert,CPAM/Expert,FACTURES/Expert,ETATCIVIL/Expert,PERMIS/Expert,PHOTO/Expert,IMPTROISD/Expert,PAO/Expert,SITEWEB/Expert,CODE/Expert,MOOC/Expert","Point relais CAF,Relais Pole Emploi,autres dispositifs","44.8588687967, -0.524002976837"
60,Fabrique Citoyenne,Mairie de Floirac,"Commune (Ville, CCAS, Centre Culturel…)",Collectivité locale ou territoriale,Public,Floirac,Gratuit,gratuit sans restrictions,"La Fabrique citoyenne, nèe de l'ancienne Mairie annexe, a ouvert ses portes en septembre 2018. Elle est situèe au coeur d'un quartier prioritaire en plein renouvellement urbain. C'est une structure qui accompagne les usagers dans leurs démarches administratives, qu'elles soient numèriques ou papier. Ce lieu a aussi vocation à accueillir les usagers qui ont juste envie d'un cafè, pour tisser le lien social avec les autres habitants et sortir de l'isolement. C'est aussi un lieu qui accueille diffèrentes permanences pour l'accès aux droits des usagers. La Fabrique c'est aussi le siège des démarches participatives.",,CC de Dravemont Rue Salvador Allende,,Rue Salvador Allende,33270,33167,Gironde,Nouvelle Aquitaine,CC de Dravemont,44.8463369112469,-0.51028293977931,,Non,557809787,,Lundi au Vendredi : 8h30-17h.,,fabriquecitoyenne@ville-floirac33.fr,http://www.ville-floirac33.fr/la-democratie-participative/la-fabrique-citoyenne/,,Lundi au Vendredi : 8h30-17h.,Mo-Fr 08:30-17:00,Tout public,Sur inscription ou rendez-vous,Individuel,Handicap moteur,"Accès à un équipement informatique,Le public peut amener son propre matériel","TABLETTE/Maîtrise,ORDI/Non,INTERNET/Maîtrise,MAILS/Expert,CV/Expert,DIFFCV/Expert,ORGRECHEMPLOI/Expert,EMPLOISTORE/Non,DECLAPE/Expert,IMPOTS/Expert,DROITSSOCIAUXRSACAF/Expert,RETRAITE/Expert,CPAM/Expert,FACTURES/Expert,ETATCIVIL/Expert,PERMIS/Expert,PHOTO/Non,IMPTROISD/Non,PAO/Non,SITEWEB/Non,CODE/Non,MOOC/Non",,"44.8463369112, -0.510282939779"
61,LESCAN,,Association,Association,Privé,Floirac,Payant,avec condition,"Proposer des formations et des activitès de crèation artistiques et numèriques : musique, thèètre, photographie, vidèo, etc. Proposer des activitès d’exploration du monde mèdiatique : ateliers d’èducation aux mèdias, dècryptage journalistique, courts mètrages et documentaires. Promouvoir les valeurs communes du vivre ensemble, les relations intergènèrationnelles et la mixitè sociale. Rendre accessibles, les technologies numèriques au plus grand nombre, lutter contre l'illectronisme. Accompagner tous les publics (particuliers, associations, collectivitès, structures publiques et privèes)",,rue Marcel Cerdan,,Rue Marcel Cerdan,33270,33167,Gironde,Nouvelle Aquitaine,,44.8376047991885,-0.507394294243189,,Non,,,Du Lundi au Vendredi :09h-18h.,,lescan.asso@gmail.com,,,Du Lundi au Vendredi :09h-18h.,Mo-Fr 09:00-18:00,Tout public,Sur inscription ou rendez-vous,"Individuel,Collectif",,"Accès à un équipement informatique,Le public peut amener son propre matériel","TABLETTE/Expert,ORDI/Expert,INTERNET/Expert,MAILS/Expert,CV/Expert,DIFFCV/Expert,ORGRECHEMPLOI/Expert,EMPLOISTORE/Maîtrise,DECLAPE/Expert,IMPOTS/Expert,DROITSSOCIAUXRSACAF/Expert,RETRAITE/Expert,CPAM/Expert,FACTURES/Expert,ETATCIVIL/Expert,PERMIS/Expert,PHOTO/Expert,IMPTROISD/Basique,PAO/Maîtrise,SITEWEB/Non,CODE/Non,MOOC/Basique",,"44.8376047992, -0.507394294243"
62,M.270,Mairie de Floirac,"Commune (Ville, CCAS, Centre Culturel…)",Collectivité locale ou territoriale,Public,Floirac,Gratuit,gratuit sans restrictions,Espace multimédia rèalisant de l'accompagnement et de la formation.,,11 Avenue Pierre Curie,11,Avenue Pierre Curie,33270,33167,Gironde,Nouvelle Aquitaine,,44.8364247769704,-0.531707590720176,,Non,557809060,,Du Mardi au Samedi : 9h-12h/14h-18h30.,,multimediam270@gmail.com,,,Du Mardi au Samedi : 9h-12h/14h-18h30.,"Tu-Sa 09:00-12:00,14:00-18:30",Tout public,Sur inscription ou rendez-vous,"Individuel,Collectif",Handicap moteur,"Accès à un équipement informatique,Le public peut amener son propre matériel","TABLETTE/Expert,ORDI/Expert,INTERNET/Expert,MAILS/Expert,CV/Maîtrise,DIFFCV/Maîtrise,ORGRECHEMPLOI/Maîtrise,EMPLOISTORE/Maîtrise,DECLAPE/Maîtrise,IMPOTS/Maîtrise,DROITSSOCIAUXRSACAF/Maîtrise,RETRAITE/Maîtrise,CPAM/Maîtrise,FACTURES/Maîtrise,ETATCIVIL/Maîtrise,PERMIS/Maîtrise,PHOTO/Expert,IMPTROISD/Non,PAO/Expert,SITEWEB/Maîtrise,CODE/Maîtrise,MOOC/Basique",,"44.836424777, -0.53170759072"
63,UNIRE Centre Social,,Association,Association,Privé,Floirac,"Gratuit,Adhérent,Payant",avec condition,"Le Centre Social et l'Equipement de Vie Sociale gèrès par l'association UNIRE, proposent sur le territoire de Floirac un accompagnement social et culturel des habitants : soutien à la parentalitè, animation loisirs, développement vie locale, apprentissage du français, accompagnement au numèrique, insertion sociale et professionnelle.",,1 rue Voltaire,1,Rue Voltaire,33270,33167,Gironde,Nouvelle Aquitaine,,44.8444830123419,-0.509406242522894,,Non,556326391,,Du Lundi au Vendredi : 9h-12h30/14h-18h.,,accueil.centresocial@unire.fr,https://unire.fr/,,Du Lundi au Vendredi : 9h-12h30/14h-18h.,"Mo-Fr 09:00-12:30,14:00-18:00",Tout public,Sur inscription ou rendez-vous,"Individuel,Collectif",Handicap moteur,"Accès à un équipement informatique,Le public peut amener son propre matériel","TABLETTE/Maîtrise,ORDI/Maîtrise,INTERNET/Maîtrise,MAILS/Maîtrise,CV/Non,DIFFCV/Non,ORGRECHEMPLOI/Non,EMPLOISTORE/Non,DECLAPE/Non,IMPOTS/Non,DROITSSOCIAUXRSACAF/Basique,RETRAITE/Non,CPAM/Non,FACTURES/Non,ETATCIVIL/Non,PERMIS/Non,PHOTO/Non,IMPTROISD/Non,PAO/Non,SITEWEB/Non,CODE/Non,MOOC/Non",,"44.8444830123, -0.509406242523"
68,DIDEE - Centre social et culturel Carriet,,Centre social,Association,Privé,Lormont,"Gratuit,Adhérent,Payant",avec condition,"Animation de la vie sociale sur le quartier de Carriet à Lormont. Le centre accompagne les habitants sur des projets de dèveloppement local divers et variés : jardin partagé, soirées culturelles, dressing solidaire, maison des savoirs, ateliers cuisine, ... La structure a un ancrage dans le quartier et un lien fort avec les familles au travers également de l'accompagnement à la scolaritè et le centre de loisirs. Permanences d'accès aux droits (écrivains publics, numérique)",,"4, rue Jacques Thibaud",4,Rue Jacques Thibaud,33310,33249,Gironde,Nouvelle Aquitaine,,44.8827468615767,-0.525437555691245,,Non,535140186,,"Du Lundi au Vendredi 9h-12h30/14h-17h30 (sauf le jeudi matin).* attention horaires suspendus depuis le dèbut du confinement, accueil uniquement sur rendez-vous.",,didee@asso-didee.org,https://asso-didee.org/,https://www.facebook.com/Association-DIDEE-113473513436622,"Du Lundi au Vendredi 9h-12h30/14h-17h30 (sauf le jeudi matin).* attention horaires suspendus depuis le dèbut du confinement, accueil uniquement sur rendez-vous.","Mo-Fr 09:00-12:30,14:00-17:30; Th 14:00-17:30",Tout public,Sur inscription ou rendez-vous,Individuel,,"Accès à un équipement informatique,Le public peut amener son propre matériel","TABLETTE/Maîtrise,ORDI/Maîtrise,INTERNET/Maîtrise,MAILS/Maîtrise,CV/Basique,DIFFCV/Basique,ORGRECHEMPLOI/Non,EMPLOISTORE/Non,DECLAPE/Basique,IMPOTS/Basique,DROITSSOCIAUXRSACAF/Basique,RETRAITE/Non,CPAM/Basique,FACTURES/Basique,ETATCIVIL/Non,PERMIS/Basique,PHOTO/Basique,IMPTROISD/Non,PAO/Maîtrise,SITEWEB/Basique,CODE/Basique,MOOC/Basique",Point relais CAF,"44.8827468616, -0.525437555691"
69,Lormont Informatique Association,,Association,Association,Privé,Lormont,Payant,avec condition,"L'objectif de LIA est de faciliter l'accès au numèrique aux publics financièrement fragiles. Pour cela, nous proposons des cours individuels et collectifs (grands dèbutants compris), des services de réparation et du matériel à petits prix. Nous nous appuyons sur le don, la récupération d'appareils que nous remettons à jour.",,aucun local,,,33310,,Gironde,Nouvelle Aquitaine,,,,,Non,638861556,,nèant,,contact@lormont-informatique.fr,https://lormont-informatique.fr,https://www.facebook.com/Lormontinformatique/,nèant,,"Allocataires,Demandeurs d'emploi,Personnes en situation de handicap,Séniors",Sur inscription ou rendez-vous,"Individuel,Collectif",,"Accès à un équipement informatique,Le public peut amener son propre matériel","TABLETTE/Expert,ORDI/Basique,INTERNET/Expert,MAILS/Expert,CV/Basique,DIFFCV/Maîtrise,ORGRECHEMPLOI/Basique,EMPLOISTORE/Basique,DECLAPE/Basique,IMPOTS/Basique,DROITSSOCIAUXRSACAF/Basique,RETRAITE/Basique,CPAM/Basique,FACTURES/Basique,ETATCIVIL/Basique,PERMIS/Basique,PHOTO/Maîtrise,IMPTROISD/Non,PAO/Maîtrise,SITEWEB/Expert,CODE/Basique,MOOC/Expert",,
70,Médiathèque du Bois Fleuri,Marie de Lormont,Bibliothèque / Médiathèque,Collectivité locale ou territoriale,Public,Lormont,"Gratuit,Adhérent,Payant",avec condition,"Situèe au coeur du Pôle culturel et sportif du Bois fleuri, la Médiathèque est un outil documentaire de pointe. Innovant tant sur le plan architectural que culturel, spacieuse et moderne, baignée de lumière naturelle, la Médiathèque invite à l inspiration et à la dètente.",,1 rue Lavergne,1,Rue Lavergne,33310,33249,Gironde,Nouvelle Aquitaine,,44.8766038808015,-0.521938633678236,,Non,556745980,,Mardi et Vendredi : 15h-19h. Mercredi : 10h-12h30/15h-19h. Samedi : 10h-12h30/13h30-17h.,,mediatheque@lormont.fr,https://mediatheque.lormont.fr/,,Mardi et Vendredi : 15h-19h. Mercredi : 10h-12h30/15h-19h. Samedi : 10h-12h30/13h30-17h.,"Tu,Fr 15:00-19:00; We 10:00-12:30,15:00-19:00; Sa 10:00-12:30,13:30-17:00",Tout public,Sur inscription ou rendez-vous,"Individuel,Collectif",Handicap moteur,"Accès à un équipement informatique,Le public peut amener son propre matériel","TABLETTE/Maîtrise,ORDI/Maîtrise,INTERNET/Maîtrise,MAILS/Maîtrise,CV/Maîtrise,DIFFCV/Maîtrise,ORGRECHEMPLOI/Maîtrise,EMPLOISTORE/Maîtrise,DECLAPE/Maîtrise,IMPOTS/Maîtrise,DROITSSOCIAUXRSACAF/Maîtrise,RETRAITE/Maîtrise,CPAM/Maîtrise,FACTURES/Maîtrise,ETATCIVIL/Maîtrise,PERMIS/Maîtrise,PHOTO/Maîtrise,IMPTROISD/Maîtrise,PAO/Maîtrise,SITEWEB/Maîtrise,CODE/Maîtrise,MOOC/Maîtrise",,"44.8766038808, -0.521938633678"
72,Bibliothèque de Bègles,Mairie de Bègles,Bibliothèque / Médiathèque,Collectivité locale ou territoriale,Public,Bègles,Gratuit,gratuit sans restrictions,La Bibliothèque de Bègles dispose d'un espace numérique de 10 postes fixes et accès Wi-Fi. Des ateliers d'initiations pour les publics adultes et de découverte des pratiques numériques pour les plus jeunes.,,58 avenue du Maréchal de Lattre de Tassigny,58,Avenue Maréchal de Lattre de Tassigny,33130,33039,Gironde,Nouvelle Aquitaine,,44.8056800277814,-0.543079531580383,,Non,556495481,,Mardi : 16h-19h. Mercredi : 10h30-18h. Jeudi : 15h-18h. Vendredi : 15h-18h. Samedi : 10h30-18h.,,bibliotheque@mairie-begles.fr,http://bibliotheque.mairie-begles.fr/,https://www.facebook.com/bibliothequedebegles,Mardi : 16h-19h. Mercredi : 10h30-18h. Jeudi : 15h-18h. Vendredi : 15h-18h. Samedi : 10h30-18h.,"Tu 16:00-19:00; We,Sa 10:30-18:00; Th,Fr 15:00-18:00",Tout public,Sur inscription ou rendez-vous,"Individuel,Collectif",Handicap moteur,"Accès à un équipement informatique,Le public peut amener son propre matériel","TABLETTE/Maîtrise,ORDI/Basique,INTERNET/Maîtrise,MAILS/Expert,CV/Maîtrise,DIFFCV/Maîtrise,ORGRECHEMPLOI/Basique,EMPLOISTORE/Non,DECLAPE/Maîtrise,IMPOTS/Basique,DROITSSOCIAUXRSACAF/Basique,RETRAITE/Non,CPAM/Basique,FACTURES/Basique,ETATCIVIL/Basique,PERMIS/Basique,PHOTO/Maîtrise,IMPTROISD/Non,PAO/Basique,SITEWEB/Basique,CODE/Non,MOOC/Maîtrise",,"44.8056800278, -0.54307953158"
79,ASTI-Pessac (Association de Solidarité avec Tous les Immigrés,,Association,Association,Privé,Pessac,Gratuit,gratuit sans restrictions,"Association d'aide à l'intégration sociale  des populations issues de l'immigration  et peu autonomes : accompagnement juridique (droit des étrangers : titres de séjour, visas, naturalisation,...), socio-administratif et vie quotidienne (CAF, Pole Emploi,CPAM,.../ téléphonie, assurances, rendez-vous médicaux,...), accompagnement socio-professionnel (CV, lettres de motivations, liens avec les acteurs de l'emploi ou les employeurs,...), démarches liées à la scolarité.",,Maison municipale de saige - allée des mimosas,,Allée des Mimosas,33600,33318,Gironde,Nouvelle Aquitaine,Maison Municipale de Saige,44.7904094346285,-0.631189597161964,,Non,556153026,,"Juridique, socio-administratif et vie quotidienne :  permanences Lundi, Mercredi et Vendredi : 10h30-12h30/15h30-17h30. Mardi et Jeudi : 16h-18h. Autres horaires possibles sur rendez-vous. Accompagnement socio-professionnel et scolarité sur rendez-vous.",,asti-pessac@wanadoo.fr,www.asti-pessac.org,,"Juridique, socio-administratif et vie quotidienne :  permanences Lundi, Mercredi et Vendredi : 10h30-12h30/15h30-17h30. Mardi et Jeudi : 16h-18h. Autres horaires possibles sur rendez-vous. Accompagnement socio-professionnel et scolarité sur rendez-vous.","Mo-Fr 10:30-13:30; Tu,Th 16:00-18:00",Tout public,Sur inscription ou rendez-vous,Individuel,,Accès à un équipement informatique,"TABLETTE/Maîtrise,ORDI/Maîtrise,INTERNET/Maîtrise,MAILS/Expert,CV/Maîtrise,DIFFCV/Maîtrise,ORGRECHEMPLOI/Maîtrise,EMPLOISTORE/Basique,DECLAPE/Expert,IMPOTS/Expert,DROITSSOCIAUXRSACAF/Expert,RETRAITE/Expert,CPAM/Expert,FACTURES/Expert,ETATCIVIL/Expert,PERMIS/Basique,PHOTO/Basique,IMPTROISD/Non,PAO/Basique,SITEWEB/Non,CODE/Non,MOOC/Basique",,"44.7904094346, -0.631189597162"
83,ADAV33,,Association,Association,Privé,Talence,"Gratuit,Adhérent,Payant",avec condition,"Nous disposons d'une borne tactile ainsi que de tablettes pour accompagner les gens dans leur accès au droit par le numérique. Cette démarche est accompagnée par une personne en service civique sous forme de : - permanences à l'accueil sur les horaires d'ouverture de l'ADAV33,- rendez-vous individuels,- ateliers collectifs.",,91 Rue de la République,91,Rue de la République,33400,33522,Gironde,Nouvelle Aquitaine,,44.8177376513979,-0.580674541287163,,Non,556041375,,Durant l’année : ouverture tous les matins de 8h45 à 12h15 + Lundi et Jeudi après-midi de 13h45 a 16h30. En période de vacances scolaires : tous les matins de 8h45 à 12h15.,,siege@adav-33.fr,https://www.adav33.fr/,,Durant l’année : ouverture tous les matins de 8h45 à 12h15 + Lundi et Jeudi après-midi de 13h45 a 16h30. En période de vacances scolaires : tous les matins de 8h45 à 12h15.,"Mo,Th 08:45-12:15,13:45-16:30; Tu,We,Fr 08:45-12:15; SH Mo,Th 08:45-12:15",Tout public,Sur inscription ou rendez-vous,"Individuel,Collectif",Handicap moteur,Accès à un équipement informatique,"TABLETTE/Maîtrise,ORDI/Maîtrise,INTERNET/Maîtrise,MAILS/Maîtrise,CV/Maîtrise,DIFFCV/Basique,ORGRECHEMPLOI/Maîtrise,EMPLOISTORE/Maîtrise,DECLAPE/Maîtrise,IMPOTS/Expert,DROITSSOCIAUXRSACAF/Expert,RETRAITE/Expert,CPAM/Expert,FACTURES/Expert,ETATCIVIL/Expert,PERMIS/Expert,PHOTO/Basique,IMPTROISD/Non,PAO/Non,SITEWEB/Non,CODE/Non,MOOC/Basique",,"44.8177376514, -0.580674541287"
84,CCAS de Talence,,"Commune (Ville, CCAS, Centre Culturel…)",Collectivité locale ou territoriale,Public,Talence,Gratuit,gratuit sans restrictions,"Chargée de mener une action générale de soutien aux personnes et de développement social sur la commune, la structure accompagne socialement les foyers talençais sans enfant mineur à charge, décline des prestations d'aide à domicile à l'attention des personnes âgées et des personnes porteuses d'un handicap, propose aux familles des solutions d'accueil pour les 0-3 ans.",,Rue du Professeur Arnozan,,Rue du Professeur Arnozan,33400,33522,Gironde,Nouvelle Aquitaine,,44.8089936315001,-0.587922987815969,,Non,556847871,,Du Lundi au Mercredi : 12h30-19h00. Jeudi et Vendredi : 8h30-12h/13-16h30.,,ccas@talence.fr,https://www.talence.fr/quotidien/action-sociale-solidarite/ccas/,,Du Lundi au Mercredi : 12h30-19h00. Jeudi et Vendredi : 8h30-12h/13-16h30.,"Mo-We 12:30-19:00; Th,Fr 08:30-12:00,13:00-16:30","Allocataires,Jeunes,Personnes en situation de handicap,Séniors",Sur inscription ou rendez-vous,Individuel,Handicap moteur,Accès à un équipement informatique,"TABLETTE/Non,ORDI/Basique,INTERNET/Maîtrise,MAILS/Maîtrise,CV/Non,DIFFCV/Non,ORGRECHEMPLOI/Non,EMPLOISTORE/Non,DECLAPE/Expert,IMPOTS/Maîtrise,DROITSSOCIAUXRSACAF/Expert,RETRAITE/Basique,CPAM/Expert,FACTURES/Basique,ETATCIVIL/Non,PERMIS/Non,PHOTO/Non,IMPTROISD/Non,PAO/Non,SITEWEB/Non,CODE/Non,MOOC/Non",,"44.8089936315, -0.587922987816"
90,Service Municipal Emploi Ville de Talence,Mairie de Talence,"Commune (Ville, CCAS, Centre Culturel…)",Collectivité locale ou territoriale,Public,Talence,Gratuit,gratuit sans restrictions,"Le service municipal de l'emploi de la Ville de Talence a pour mission : d'accompagner les demandeurs d'emploi de la commune dans le cadre de leur recherche d'emploi, de proposer et d'animer des actions favorisant l'insertion professionnelle des demandeurs d'emploi, de faire du lien entre les personnes en recherche d'emploi et les entreprises en phase de recrutement, de coordonner et d'animer le réseau des partenaires de l'emploi du territoire",,23 Avenue Espeleta,23,Avenue Espeleta,33400,33522,Gironde,Nouvelle Aquitaine,,44.8104067328905,-0.589569364962254,,Non,556847895,,"Lundi, Mardi, Mercredi : 8h30-12h30/13h30-17h. Jeudi : 10h30-12h30/13h30-17h. Vendredi : 8h30-12h30/13h30-16h15.",,service.emploi@talence.fr,https://www.talence.fr/quotidien/economie-emploi/service-emploi-espalata-dome/,,"Lundi, Mardi, Mercredi : 8h30-12h30/13h30-17h. Jeudi : 10h30-12h30/13h30-17h. Vendredi : 8h30-12h30/13h30-16h15.","Mo-We 08:30-12:30,13:30-17:00; Th 10:30-12:30,13:30-17:00; Fr 08:30-12:30,13:30-16:30",Jeunes,,"Individuel,Collectif",Handicap moteur,Accès à un équipement informatique,"TABLETTE/Non,ORDI/Expert,INTERNET/Expert,MAILS/Expert,CV/Expert,DIFFCV/Expert,ORGRECHEMPLOI/Expert,EMPLOISTORE/Expert,DECLAPE/Expert,IMPOTS/Non,DROITSSOCIAUXRSACAF/Expert,RETRAITE/Non,CPAM/Non,FACTURES/Non,ETATCIVIL/Non,PERMIS/Non,PHOTO/Non,IMPTROISD/Non,PAO/Non,SITEWEB/Non,CODE/Non,MOOC/Non",,"44.8104067329, -0.589569364962"
